name,website,country,city,industry_category,short_description,products_services,uses_gis,uses_remote_sensing,uses_drones,uses_lidar,uses_satellite_data,source_links,linkedin_url,followers,estimated_revenue,company_name,hq_country,hq_city,founded_year,status,main_product_or_service,product_category,core_use_cases,industry_verticals,delivery_model,target_customer_type,target_roles,regions_served,notable_customers,pricing_model,pricing_public,entry_price_or_plan,revenue_model,key_differentiators,main_competitors,partnerships,channel,go_to_market_notes,employee_count,linkedin_followers,funding,estimated_revenue_or_proxy,web_traffic_proxy,recent_news_or_launches,last_verified_date,data_sources,tech_stack_or_platform_notes,competitive_with_brooksie,potential_customer_of_brooksie,brooksie_as_customer_of_them
The Forest Road Company,https://forestroadco.com/,,unknown,location data API,"Forest Road Company Forest Road provides both investing and advisory solutions while actively participating in the markets we invest in, embracing complexity and creativity to...",Location data and geocoding API,unknown,unknown,unknown,unknown,unknown,https://www.linkedin.com/company/the-forest-road-company/ | https://www.forestroadco.com/ | https://www.forestroadco.com/about | https://www.forestroadco.com/news | https://forestroadco.com/,https://www.linkedin.com/company/the-forest-road-company/,3178,,The Forest Road Company,unknown,unknown,unknown,active,Location data and geocoding API,location data API,data visualization,energy / utilities,API; SaaS; mobile,consumer; SMB; enterprise,developer; data analyst,unknown,unknown,unknown,unknown,unknown,unknown,location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; SMB; enterprise accounts for location data API.,unknown,3178,unknown,unknown,unknown,FRC | News,2026-04-17,location / POI data,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
The HDF Group,https://hdfgroup.org/,Canada,unknown,location data API,HDF data and supporting users of HDF technologies Our non-profit mission is to ensure efficient and equitable access to science and engineering data across platforms...,Location data and geocoding API,unknown,unknown,unknown,unknown,unknown,https://www.hdfgroup.org/ | https://www.hdfgroup.org/about-us/ | https://www.hdfgroup.org/blog/ | https://hdfgroup.org/,,,,The HDF Group,Canada,unknown,unknown,active,Location data and geocoding API,location data API,reporting; collaboration,AEC / infrastructure; environmental services,API; SaaS; services,enterprise,planner; developer,Global,unknown,license,unknown,unknown,Software licensing,"collaborative, AI-native location data API",Mapbox; Foursquare; Geocode.XYZ; Placekey,unknown,open source + paid,Developer-led adoption with open-source distribution and paid/commercial upsell.,unknown,unknown,unknown,unknown,unknown,Blog - The HDF Group - ensuring long-term access and usability of...,2026-04-17,unknown,AI / machine learning; API-first; cloud platform,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,"Could use Brooksie to accelerate proposal scoping, multi-source analysis, and client-ready maps and reports.","Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
This Old House Ventures,https://thisoldhouse.com/,Bermuda,unknown,location data API,This Old House Ventures Home Improvement and Remodeling - This Old House How-to and DIY expert advice from America's most trusted home improvement brand,Location data and geocoding API,unknown,unknown,unknown,unknown,unknown,https://www.linkedin.com/company/this-old-house-ventures/ | https://www.thisoldhouse.com/ | https://www.thisoldhouse.com/this-old-house/about-this-old-house | https://www.thisoldhouse.com/flooring/cost-to-install-vinyl-plank-flooring | https://www.thisoldhouse.com/pages/newsletters | https://thisoldhouse.com/,https://www.linkedin.com/company/this-old-house-ventures/,6259,,This Old House Ventures,Bermuda,unknown,1979,active,Location data and geocoding API,location data API,route optimization; reporting,government; energy / utilities; agriculture; real estate; retail / commerce,API; SaaS; mobile; services,consumer; government; enterprise,planner; developer; project manager,Global,unknown,services,yes,$400,Services and project fees,location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; government; enterprise accounts for location data API.,unknown,6259,unknown,unknown,unknown,Newsletter - This Old House,2026-04-17,location / POI data,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
Tilebox,https://tilebox.com.au/,Australia,unknown,location data API,Cladding Mosaic Mural Porcelain Slabs - 6mm thickness Porcelain Slabs - 12mm thickness Tile Care Products Bespoke Gallery Showroom Our Building Projects Special Offers Contact...,Location data and geocoding API,unknown,unknown,unknown,unknown,unknown,https://www.linkedin.com/company/tilebox/ | https://www.tilebox.com.au/ | https://www.tilebox.com.au/blog | https://tilebox.com.au/,https://www.linkedin.com/company/tilebox/,2168,,Tilebox,Australia,unknown,unknown,active,Location data and geocoding API,location data API,unknown,government,API,government,unknown,Australia,unknown,unknown,unknown,unknown,unknown,location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,unknown,direct,Direct website-led GTM into government users for location data API.,unknown,2168,unknown,unknown,unknown,Blog | tilebox,2026-04-17,location / POI data,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
"Trafikverket, Swedish Transport Administration",https://trafikverket.se/,Sweden,unknown,location data API,"Trafikverket, Swedish Transport Administration English start - Bransch The Swedish Transport Administration (Trafikverket) is the Government agency responsible for the long-term planning of the transport...",Location data and geocoding API,unknown,unknown,unknown,unknown,unknown,https://bransch.trafikverket.se/en/startpage | https://bransch.trafikverket.se/en/startpage/?expandid=megamenu0 | https://bransch.trafikverket.se/en/startpage/?expandid=megamenu2 | https://bransch.trafikverket.se/en/startpage/about-us/news2/ | https://trafikverket.se/,,,,"Trafikverket, Swedish Transport Administration",Sweden,unknown,unknown,active,Location data and geocoding API,location data API,unknown,government; AEC / infrastructure; logistics / mobility,API,consumer; government; SMB,planner; developer,Global,unknown,unknown,unknown,unknown,unknown,location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,unknown,direct,Direct website-led GTM into consumer; government; SMB users for location data API.,unknown,unknown,unknown,unknown,unknown,News - Bransch,2026-04-17,API integrations,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
UAF Alaska Satellite Facility,https://asf.alaska.edu/,Mexico,unknown,geospatial intelligence / USGIF member,Current organizational member listed by USGIF.,"Geospatial intelligence, remote sensing, geospatial software, or related services",yes,yes,unknown,unknown,yes,https://usgif.org/current-organizational-members/ | https://asf.alaska.edu/ | https://asf.alaska.edu/about-asf/,,,,UAF Alaska Satellite Facility,Mexico,unknown,1991,acquired,"Geospatial intelligence, remote sensing, geospatial software, or related services",geospatial data provider,field operations; project tracking; satellite imagery analysis; reporting; collaboration,government; AEC / infrastructure; energy / utilities; environmental services; retail / commerce,SaaS; services,government; SMB; enterprise,GIS analyst; planner; developer; project manager; field operations manager,Global,unknown,license,unknown,unknown,Software licensing,"collaborative, real-time geospatial data provider",Mapbox; Foursquare; Planet; HERE,Partner ecosystem,partner-led,Partner-oriented GTM into government; SMB; enterprise accounts for geospatial data provider.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,GIS data; satellite imagery; weather / climate data,cloud platform; real-time collaboration,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
United Kingdom Research and Innovation (UKRI),https://nerc.ukri.org/,United Kingdom,unknown,location data API,United Kingdom Research and Innovation (UKRI) Natural Environment Research Council (NERC) – UKRI NERC is the driving force of investment in environmental science,Location data and geocoding API,unknown,unknown,unknown,unknown,unknown,https://www.ukri.org/councils/nerc/ | https://www.ukri.org/who-we-are/about-uk-research-and-innovation/ | https://www.ukri.org/blog/ | https://nerc.ukri.org/,,,,United Kingdom Research and Innovation (UKRI),United Kingdom,unknown,unknown,active,Location data and geocoding API,location data API,data visualization; project tracking; collaboration,government; AEC / infrastructure; energy / utilities; environmental services; agriculture,API; desktop; mobile; services,government; enterprise,planner; project manager; data analyst,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,collaborative location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,unknown,direct,Direct website-led GTM into government; enterprise users for location data API.,unknown,unknown,unknown,unknown,unknown,Blog – UKRI,2026-04-17,unknown,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University College London,https://ucl.ac.uk/,United Kingdom,unknown,location data API,"University College London Welcome to UCL | University College London Two centuries ago, our founders had a vision: to open higher education to all",Location data and geocoding API,yes,unknown,unknown,unknown,unknown,https://www.ucl.ac.uk/ | https://www.ucl.ac.uk/about | https://www.ucl.ac.uk/about/leadership/strategy | https://www.ucl.ac.uk/research/research-news?collection=drupal-meta-news-news&meta_UclSubject=%22research%22&le_DateFilter=20241008 | https://ucl.ac.uk/,,,,University College London,United Kingdom,unknown,unknown,acquired,Location data and geocoding API,location data API,route optimization; collaboration,energy / utilities; environmental services; logistics / mobility; retail / commerce,API; mobile; services,consumer; enterprise,planner; developer,Global,unknown,services,unknown,unknown,Services and project fees,collaborative location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; enterprise accounts for location data API.,unknown,unknown,unknown,unknown,unknown,Research news | UCL Research - UCL – University College London,2026-04-17,location / POI data; API integrations; weather / climate data,cloud platform,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University Corporation for Atmospheric Research (UCAR),https://ucar.edu/,United States,unknown,consumer mapping app,Research | University Corporation for Atmospheric Research Skip to main content Alerts Search Who we are Overview UCAR is a hub for the Earth system...,Consumer mapping application,yes,unknown,unknown,unknown,unknown,https://www.ucar.edu/ | https://www.ucar.edu/who-we-are | https://www.ucar.edu/who-we-are/strategic-plan-2019-2028 | https://news.ucar.edu/ | https://ucar.edu/,,,,University Corporation for Atmospheric Research (UCAR),United States,unknown,1959,active,Consumer mapping application,consumer mapping app,reporting; collaboration,government; environmental services; logistics / mobility; defense / intelligence; travel / tourism,SaaS; services,consumer; government,unknown,North America; United States,unknown,services,unknown,unknown,Services and project fees,"collaborative, real-time consumer mapping app",Google Maps; Mapbox; Foursquare,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; government accounts for consumer mapping app.,unknown,unknown,unknown,unknown,unknown,News | NCAR & UCAR News,2026-04-17,weather / climate data,real-time collaboration,Low direct competition; limited overlap with Brooksie's enterprise geospatial research and execution workflows.,"Low fit as a core customer; possible internal use for market, place, or operations research.",Limited fit; no obvious core dependency beyond niche integration or inspiration.
"University of Florida, Florida Institute for Built Environment Resilience",https://dcp.ufl.edu/,,unknown,location data API,FIBER | Florida Institute for Built Environment Resilience FIBER FLORIDA INSTITUTE FOR BUILT ENVIRONMENT RESILIENCE FIBER LABS FIBER seeks to build knowledge at the intersection...,Location data and geocoding API,yes,unknown,unknown,unknown,unknown,https://dcp.ufl.edu/fiber/ | https://dcp.ufl.edu/fiber/about/ | https://dcp.ufl.edu/fiber/planting-prosperity-leza-warren-spreads-resilience-rooted-in-community/ | https://dcp.ufl.edu/fiber/urban-futures-returns-fiber-launches-2026-call-for-participation/ | https://dcp.ufl.edu/,,,,"University of Florida, Florida Institute for Built Environment Resilience",unknown,unknown,2018,acquired,Location data and geocoding API,location data API,data visualization; collaboration,government; AEC / infrastructure; energy / utilities; environmental services; agriculture,API,consumer; government; SMB; enterprise,planner; developer; data analyst,unknown,unknown,subscription,unknown,unknown,SaaS subscriptions,collaborative location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; government; SMB; enterprise accounts for location data API.,unknown,unknown,unknown,unknown,unknown,Urban Futures Returns: FIBER Launches 2026 Call for Participation | Florida Institute...,2026-04-17,location / POI data; API integrations,real-time collaboration,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of Illinois – Urbana – Champaign,https://illinois.edu/,Taiwan,unknown,location data API,"University of Illinois – Urbana – Champaign Illinois Discover the University of Illinois Urbana-Champaignâwhere innovation, community, and discovery drive world-class learning, research, and public impact",Location data and geocoding API,yes,unknown,yes,unknown,unknown,https://illinois.edu/ | https://illinois.edu/about/ | https://blogs.illinois.edu/view/6758/685073182,,,,University of Illinois – Urbana – Champaign,Taiwan,unknown,1969,active,Location data and geocoding API,location data API,collaboration,government; AEC / infrastructure; environmental services,API; services,government; enterprise,planner; developer,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,collaborative location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into government; enterprise accounts for location data API.,unknown,unknown,unknown,unknown,unknown,Illinois International News,2026-04-17,drone imagery; API integrations,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of Maryland – Center for Geospatial Information Science,https://geospatial.umd.edu/,,unknown,GIS / mapping platform,Program Geospatial Information Science Courses Research Current Research Research Spotlight Partners Collaborating with the CGIS Collaborators Support MS GEOINT MS GIS Search Search Enter the...,GIS and mapping platform,yes,yes,unknown,unknown,unknown,https://geospatial.umd.edu/ | https://geospatial.umd.edu/landing/About%20Us | https://geospatial.umd.edu/feature/creating-smarter-tree-inventory-umd-gis-student-featured-esri-blog,,,,University of Maryland – Center for Geospatial Information Science,unknown,unknown,unknown,active,GIS and mapping platform,GIS / mapping platform,geospatial analysis; collaboration,environmental services; logistics / mobility; defense / intelligence,SaaS,government; enterprise,GIS analyst; planner; remote sensing analyst,unknown,unknown,unknown,unknown,unknown,unknown,collaborative GIS / mapping platform,Esri; Mapbox; CARTO; Felt; Atlas.co,Esri,partner-led,Partner-oriented GTM into government; enterprise accounts for GIS / mapping platform.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,GIS data,real-time collaboration,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.","Could use Brooksie to clarify vague spatial questions, automate research, and generate maps, insights, and reports faster.","Brooksie could use this for map rendering, visualization, geospatial UI components, or workflow integrations."
University of Maryland Dept. of Geographical Sciences,https://geog.umd.edu/,United States,unknown,earth observation analytics,University of Maryland Dept,Earth observation and imagery analytics platform,yes,yes,unknown,unknown,yes,https://geog.umd.edu/ | https://geog.umd.edu/about-us/department-at-glance,,,,University of Maryland Dept. of Geographical Sciences,United States,unknown,unknown,active,Earth observation and imagery analytics platform,earth observation analytics,geospatial analysis; route optimization; satellite imagery analysis,environmental services; agriculture; defense / intelligence; mining,unknown,government,GIS analyst; remote sensing analyst; data analyst,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,AI-native earth observation analytics,Planet; Picterra; Brooksie AI; UP42,Esri; Harvest,direct,Direct website-led GTM into government users for earth observation analytics.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,GIS data; satellite imagery; API integrations,AI / machine learning,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.",Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of Minnesota,https://uspatial.umn.edu/,United States,unknown,location data API,"Openings Breadcrumb Home U-Spatial U-Spatial U-Spatial The locus of U of M’s spatial community, U-Spatial meets the fast-growing need for expertise, data, and tools related...",Location data and geocoding API,yes,yes,unknown,unknown,yes,https://rc.umn.edu/uspatial | https://rc.umn.edu/uspatial/about/overview | https://rc.umn.edu/uspatial/resources/planet | https://rc.umn.edu/uspatial/news | https://uspatial.umn.edu/,,,,University of Minnesota,United States,unknown,unknown,acquired,Location data and geocoding API,location data API,map creation; data visualization; satellite imagery analysis; reporting; collaboration,government; AEC / infrastructure; energy / utilities; agriculture,API; SaaS; desktop; services,government; enterprise,GIS analyst; planner; developer; remote sensing analyst,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,collaborative location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Esri; Planet,open source + paid,Developer-led adoption with open-source distribution and paid/commercial upsell.,unknown,unknown,unknown,unknown,unknown,U-Spatial News & Events | Research Computing,2026-04-17,GIS data; satellite imagery; location / POI data; API integrations; weather / climate data,API-first; cloud platform,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,"Could use Brooksie to accelerate proposal scoping, multi-source analysis, and client-ready maps and reports.","Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of Missouri St. Louis (UMSL),https://umsl.edu/,United States,unknown,consumer mapping app,University of Missouri St,Consumer mapping application,yes,unknown,unknown,unknown,unknown,https://www.umsl.edu/index.html | https://www.umsl.edu/proud/index.html | https://blogs.umsl.edu/news/2026/04/16/asmahan-ghaleb/?utm_source=rss&utm_medium=rss&utm_campaign=asmahan-ghaleb | https://umsl.edu/,,,,University of Missouri St. Louis (UMSL),United States,unknown,unknown,active,Consumer mapping application,consumer mapping app,data visualization; surveying; collaboration,government; AEC / infrastructure; energy / utilities; environmental services; logistics / mobility,API; SaaS; mobile; services,consumer; government; SMB; enterprise,planner; developer; surveyor; data analyst,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,"collaborative, AI-native consumer mapping app",Google Maps; Mapbox; Foursquare,Partner ecosystem,marketplace,Marketplace-led distribution for consumer mapping app.,unknown,unknown,unknown,unknown,unknown,Pre-nursing student Asmahan Ghaleb creates Health Guide USA website to help navigate...,2026-04-17,API integrations; weather / climate data,AI / machine learning,Low direct competition; limited overlap with Brooksie's enterprise geospatial research and execution workflows.,"Low fit as a core customer; possible internal use for market, place, or operations research.",Limited fit; no obvious core dependency beyond niche integration or inspiration.
University of Muenster - Institute for Geoinformatics,https://ifgi.uni-muenster.de/,South Korea,unknown,location data API,Preis fÃ¼r Selani Thomas Die UniversitÃ¤tsstiftung MÃ¼nster und die UniversitÃ¤tsabteilung Wissens- und Technologietransfer verleihen der Masterabsolventin Selani Thomas einen der Preise im Citizen Science Wettbewerb,Location data and geocoding API,yes,unknown,unknown,unknown,yes,https://www.uni-muenster.de/Geoinformatics/ | https://www.uni-muenster.de/Geoinformatics/en/sparc/about/about.html | https://www.uni-muenster.de/uv/uniaz/lageplan/de/8391 | https://www.uni-muenster.de/news/view.php?cmdid=15323&lang=de | https://ifgi.uni-muenster.de/,,,,University of Muenster - Institute for Geoinformatics,South Korea,unknown,unknown,active,Location data and geocoding API,location data API,data visualization; route optimization; satellite imagery analysis; collaboration,AEC / infrastructure; environmental services; defense / intelligence,API; SaaS; mobile; services,consumer; government,GIS analyst; planner; developer; remote sensing analyst; data analyst,Global,unknown,services,unknown,unknown,Services and project fees,"collaborative, AI-native location data API",Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; government accounts for location data API.,unknown,unknown,unknown,unknown,unknown,Schätze aus Natur und Kultur bewahren,2026-04-17,satellite imagery; location / POI data; API integrations,AI / machine learning,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of New South Wales,https://unsw.edu.au/,Australia,unknown,location data API,University of New South Wales UNSW Sydney | One of the best universities in Australia UNSW is ranked 2nd in Australia and 27th in the...,Location data and geocoding API,unknown,unknown,unknown,unknown,unknown,https://www.unsw.edu.au/ | https://www.unsw.edu.au/about-us/excellence/faculties-schools | https://www.unsw.edu.au/about-us/innovation-impact/enterprise-commercialisation | https://www.unsw.edu.au/research/partner-with-us/case-studies | https://www.unsw.edu.au/newsroom/find-an-expert | https://unsw.edu.au/,,,,University of New South Wales,Australia,unknown,1960,acquired,Location data and geocoding API,location data API,reporting; collaboration,government; AEC / infrastructure; energy / utilities; environmental services; real estate,API; desktop; mobile; services,government; SMB; enterprise,planner; developer,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,collaborative location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into government; SMB; enterprise accounts for location data API.,unknown,unknown,unknown,unknown,unknown,unknown,2026-04-17,location / POI data; weather / climate data,AI / machine learning; real-time collaboration,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of North Carolina Wilmington,https://uncw.edu/,China,unknown,field operations GIS software,University of North Carolina Wilmington Department of Earth & Ocean Sciences | UNCW The Department of Earth and Ocean Sciences is committed to providing a...,GIS-native field operations software,yes,unknown,unknown,unknown,unknown,https://uncw.edu/academics/colleges/cse/departments/earth-ocean-sciences/?utm_source=earth-ocean-sciences;utm_medium=301&utm_id=REDIR1&utm_source=earsci&utm_medium=301&utm_id=REDIR1 | https://uncw.edu/about/university-administration/administrative-units/human-resources/ | https://uncw.edu/about/leadership/strategic-plan/ | https://uncw.edu/news/ | https://uncw.edu/,,,,University of North Carolina Wilmington,China,unknown,unknown,active,GIS-native field operations software,field operations GIS software,data visualization; field operations; project tracking; surveying; reporting,government; AEC / infrastructure; energy / utilities; environmental services; retail / commerce,API; SaaS; desktop; mobile; services,consumer; government; enterprise,planner; developer; project manager; surveyor; data analyst,Global,unknown,services,unknown,unknown,Services and project fees,"collaborative, AI-native field operations GIS software",Matidor; Atlas.co; Esri,Planet,partner-led,Partner-oriented GTM into consumer; government; enterprise accounts for field operations GIS software.,unknown,unknown,unknown,unknown,unknown,News | UNCW,2026-04-17,location / POI data; API integrations; weather / climate data,AI / machine learning; real-time collaboration,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.","Could use Brooksie to accelerate proposal scoping, multi-source analysis, and client-ready maps and reports.","Brooksie could use this company as an implementation, data-collection, or channel partner."
University of North Georgia,https://ung.edu/,United States,unknown,surveying services,University of North Georgia IESA Environmental and Spatial Analysis allows scholars to crack open the deep mysteries of Earth's eon-spanning environmental and geological processes,Surveying and geomatics services,yes,yes,yes,unknown,yes,https://ung.edu/about/index.php | https://ung.edu/news-events/index.php | https://ung.edu/,,,,University of North Georgia,United States,unknown,unknown,acquired,Surveying and geomatics services,surveying services,geospatial analysis; data visualization; field operations; route optimization; satellite imagery analysis,AEC / infrastructure; environmental services; agriculture; retail / commerce; defense / intelligence,SaaS; services,consumer; government,GIS analyst; planner; surveyor; remote sensing analyst; data analyst,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,"collaborative, AI-native surveying services",Esri partners; surveying firms; drone mapping vendors,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; government accounts for surveying services.,unknown,unknown,unknown,unknown,unknown,News & Events,2026-04-17,GIS data; satellite imagery; drone imagery; weather / climate data,AI / machine learning; real-time collaboration,"Direct or partial competitor on geospatial analysis workflows, map outputs, and cross-source insight delivery.","Could use Brooksie to accelerate proposal scoping, multi-source analysis, and client-ready maps and reports.","Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of Salzburg,https://zgis.at/,Austria,unknown,,"Z_GIS an der Universität Salzburg ist ein gut etabliertes Kompetenzzentrum für GIScience, das in Zusammenarbeit mit akademischen und industriellen Partnern aus dem Geobereich in Forschung...","Z_GIS an der Universität Salzburg ist ein gut etabliertes Kompetenzzentrum für GIScience, das in Zusammenarbeit mit akademischen und industriellen Partnern aus dem Geobereich in Forschung...",unknown,unknown,unknown,unknown,unknown,https://www.plus.ac.at/geoinformatik/ | https://www.plus.ac.at/abteilung-fuer-internationale-beziehungen/buero-fuer-internationale-beziehungen/news-events-social-media/ukraine-unterstutzung-angebote-der-plus/ | https://zgis.at/,,,,University of Salzburg,Austria,unknown,unknown,active,"Z_GIS an der Universität Salzburg ist ein gut etabliertes Kompetenzzentrum für GIScience, das in Zusammenarbeit mit akademischen und industriellen Partnern aus dem Geobereich in Forschung...",unknown,route optimization,unknown,services,consumer; SMB,developer,Global,unknown,services,unknown,unknown,Services and project fees,unknown,unknown,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; SMB accounts for unknown.,unknown,unknown,unknown,unknown,unknown,UKRAINE: Unterstützungsangebote der PLUS - Universität Salzburg,2026-04-17,API integrations,unknown,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
University of South Carolina,https://sc.edu/,,Columbia,consumer mapping app,University of South Carolina University of South Carolina | University of South Carolina Groundbreaking academics,Consumer mapping application,yes,unknown,unknown,unknown,unknown,https://sc.edu/ | https://www.sc.edu/about/directory/ | https://www.sc.edu/uofsc_archive/inside_carolina/subscription_confirmation.php | https://sc.edu/uofsc/index.php,,,,University of South Carolina,unknown,Columbia,unknown,active,Consumer mapping application,consumer mapping app,route optimization,government; AEC / infrastructure; retail / commerce; defense / intelligence; travel / tourism,API; services,consumer; government,developer,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,AI-native consumer mapping app,Google Maps; Mapbox; Foursquare,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; government accounts for consumer mapping app.,unknown,unknown,unknown,unknown,unknown,USC NEWS & EVENTS - USC News & Events | University of...,2026-04-17,unknown,AI / machine learning,Low direct competition; limited overlap with Brooksie's enterprise geospatial research and execution workflows.,"Low fit as a core customer; possible internal use for market, place, or operations research.",Limited fit; no obvious core dependency beyond niche integration or inspiration.
"University of Texas at Dallas – School of Economic, Political & Policy Sciences",https://epps.utdallas.edu/,Bangladesh,unknown,location data API,"Sciences School of Economic, Political and Policy Sciences | UT Dallas The School of Economic, Political and Policy Sciences prepares current and future leaders to...",Location data and geocoding API,yes,unknown,yes,unknown,unknown,https://epps.utdallas.edu/ | https://epps.utdallas.edu/about/ | https://development.utdallas.edu/category/alumni/,,,,"University of Texas at Dallas – School of Economic, Political & Policy Sciences",Bangladesh,unknown,unknown,active,Location data and geocoding API,location data API,drone mapping; reporting; collaboration,government; energy / utilities; environmental services; agriculture; retail / commerce,API; services,consumer; government; enterprise,drone operator,Global,unknown,subscription,unknown,unknown,SaaS subscriptions,collaborative location data API,Mapbox; Foursquare; Geocode.XYZ; Placekey,Partner ecosystem,partner-led,Partner-oriented GTM into consumer; government; enterprise accounts for location data API.,unknown,unknown,unknown,unknown,unknown,Alumni - Office of Development and Alumni Relations | The University of...,2026-04-17,drone imagery,AI / machine learning,Indirect competitor at most; this is closer to an input or data layer than Brooksie's planning-and-execution workspace.,Could use Brooksie internally to turn ad hoc geospatial questions into repeatable analysis workflows and reports.,"Brooksie could use this as a data source, imagery supplier, or API integration inside geospatial workflows."
